feature,Estimate_group,pvalue,fdr,fold_change,log2FC,method,vs
2310040G24Rik,Group,0.4319,0.6913,0.6784,-0.5599,DESeq2,DMSO vs T4400
2310043L19Rik,Group,0.0052,0.0467,0.6227,-0.6834,DESeq2,DMSO vs T4400
2310045N01Rik,Group,0.6415,0.8375,1.0444,0.0627,DESeq2,DMSO vs T4400
2310047M10Rik,Group,0.5293,0.7609,0.9549,-0.0666,DESeq2,DMSO vs T4400
2310057J18Rik,Group,0.4316,0.6913,0.3275,-1.6103,DESeq2,DMSO vs T4400
2310057M21Rik,Group,0.3837,0.6532,0.946,-0.08,DESeq2,DMSO vs T4400
2310061I04Rik,Group,0.105,0.3149,0.9019,-0.149,DESeq2,DMSO vs T4400
2310065F04Rik,Group,0.04,0.1741,0.5879,-0.7663,DESeq2,DMSO vs T4400
2310067B10Rik,Group,0.4837,0.7312,1.0408,0.0577,DESeq2,DMSO vs T4400
2310068J16Rik,Group,0.8076,0.9265,1.2152,0.2812,DESeq2,DMSO vs T4400
2310069B03Rik,Group,0.3269,0.6058,1.6781,0.7469,DESeq2,DMSO vs T4400
2410002F23Rik,Group,0.0468,0.1924,0.8849,-0.1765,DESeq2,DMSO vs T4400
2410004B18Rik,Group,0.0768,0.2598,0.9047,-0.1445,DESeq2,DMSO vs T4400
2410004P03Rik,Group,0.0435,0.1834,0.092,-3.4419,DESeq2,DMSO vs T4400
2410006H16Rik,Group,0.0647,0.2354,1.2024,0.2659,DESeq2,DMSO vs T4400
2410012E07Rik,Group,0.1429,0.3781,1.4525,0.5385,DESeq2,DMSO vs T4400
2410015M20Rik,Group,0.1753,0.4286,0.9139,-0.1298,DESeq2,DMSO vs T4400
2410016O06Rik,Group,0.202,0.4649,0.9276,-0.1085,DESeq2,DMSO vs T4400
2410018L13Rik,Group,0.9789,0.9898,1.0144,0.0206,DESeq2,DMSO vs T4400
2410021H03Rik,Group,0.1142,0.331,0.3734,-1.4212,DESeq2,DMSO vs T4400
2410089E03Rik,Group,0.0479,0.1958,1.2132,0.2789,DESeq2,DMSO vs T4400
2410127L17Rik,Group,0.928,0.9711,0.9935,-0.0095,DESeq2,DMSO vs T4400
2410131K14Rik,Group,0.4474,0.7033,1.0508,0.0715,DESeq2,DMSO vs T4400
2500002B13Rik,Group,0.021,0.115,1.284,0.3607,DESeq2,DMSO vs T4400
2500004C02Rik,Group,0.1073,0.3188,0.7702,-0.3768,DESeq2,DMSO vs T4400
2510002D24Rik,Group,0.1203,0.3409,0.8738,-0.1946,DESeq2,DMSO vs T4400
2510003B16Rik,Group,0.5138,0.7514,1.4719,0.5577,DESeq2,DMSO vs T4400
2510009E07Rik,Group,0.772,0.9041,1.025,0.0356,DESeq2,DMSO vs T4400
2510039O18Rik,Group,0.1202,0.3407,1.0784,0.1089,DESeq2,DMSO vs T4400
2610001J05Rik,Group,0.3438,0.6196,0.9437,-0.0836,DESeq2,DMSO vs T4400
2610002M06Rik,Group,0.4758,0.7247,1.0688,0.096,DESeq2,DMSO vs T4400
2610005L07Rik,Group,0.7022,0.8661,0.9448,-0.0819,DESeq2,DMSO vs T4400
2610008E11Rik,Group,0.3758,0.6463,0.9094,-0.1369,DESeq2,DMSO vs T4400
2610015P09Rik,Group,0.0552,0.2128,1.3245,0.4054,DESeq2,DMSO vs T4400
2610016A17Rik,Group,0.9563,0.9804,1.0475,0.067,DESeq2,DMSO vs T4400
2610020C07Rik,Group,0.5103,0.749,1.1949,0.2569,DESeq2,DMSO vs T4400
2610020H08Rik,Group,0.4223,0.6853,0.9112,-0.1341,DESeq2,DMSO vs T4400
2610027K06Rik,Group,0.5274,0.76,2.7657,1.4676,DESeq2,DMSO vs T4400
2610028E06Rik,Group,0.2049,0.4691,3.3069,1.7255,DESeq2,DMSO vs T4400
2610028H24Rik,Group,0.5445,0.7709,1.4817,0.5673,DESeq2,DMSO vs T4400
2610035D17Rik,Group,0.1901,0.4488,0.7453,-0.424,DESeq2,DMSO vs T4400
2610037D02Rik,Group,0.7027,0.8663,1.3862,0.4711,DESeq2,DMSO vs T4400
2610044O15Rik8,Group,0.4559,0.7104,1.0562,0.0789,DESeq2,DMSO vs T4400
2610203C22Rik,Group,0.3686,0.6393,0.6792,-0.5581,DESeq2,DMSO vs T4400
2610206C17Rik,Group,0.9924,0.9962,0.9966,-0.0049,DESeq2,DMSO vs T4400
2610301B20Rik,Group,0.985,0.9933,0.9991,-0.0013,DESeq2,DMSO vs T4400
2610305D13Rik,Group,0.7203,0.8758,0.5214,-0.9396,DESeq2,DMSO vs T4400
2610306M01Rik,Group,0.7484,0.8911,0.9637,-0.0534,DESeq2,DMSO vs T4400
2610307P16Rik,Group,0.6953,0.8615,1.0625,0.0875,DESeq2,DMSO vs T4400
2610316D01Rik,Group,0.1682,0.4171,1.4379,0.524,DESeq2,DMSO vs T4400
2610318N02Rik,Group,0.2447,0.5205,0.8155,-0.2943,DESeq2,DMSO vs T4400
2610507B11Rik,Group,0.6557,0.8443,1.0149,0.0214,DESeq2,DMSO vs T4400
2610507I01Rik,Group,0.8524,0.9473,0.9101,-0.136,DESeq2,DMSO vs T4400
2610524H06Rik,Group,0.3917,0.6604,1.0849,0.1176,DESeq2,DMSO vs T4400
2610528A11Rik,Group,0.4194,0.683,0.6726,-0.5722,DESeq2,DMSO vs T4400
2700029M09Rik,Group,0.0249,0.1284,0.8167,-0.2922,DESeq2,DMSO vs T4400
2700038G22Rik,Group,0.02,0.1114,0.582,-0.781,DESeq2,DMSO vs T4400
2700046G09Rik,Group,0.9716,0.9859,0.9904,-0.0139,DESeq2,DMSO vs T4400
2700049A03Rik,Group,0.5197,0.7551,0.9268,-0.1097,DESeq2,DMSO vs T4400
2700054A10Rik,Group,0.9419,0.9757,0.9872,-0.0186,DESeq2,DMSO vs T4400
2700060E02Rik,Group,0.3431,0.6193,0.9548,-0.0667,DESeq2,DMSO vs T4400
2700062C07Rik,Group,0.6547,0.844,1.0325,0.0461,DESeq2,DMSO vs T4400
2700069I18Rik,Group,0.0749,0.2566,0.609,-0.7156,DESeq2,DMSO vs T4400
2700070H01Rik,Group,0.5442,0.7707,1.1445,0.1947,DESeq2,DMSO vs T4400
2700081O15Rik,Group,0.0421,0.1792,0.9149,-0.1283,DESeq2,DMSO vs T4400
2700094K13Rik,Group,0.0006,0.0122,0.6639,-0.591,DESeq2,DMSO vs T4400
2700097O09Rik,Group,0.4207,0.6836,1.0769,0.1069,DESeq2,DMSO vs T4400
2700099C18Rik,Group,0.0011,0.0183,0.5244,-0.9313,DESeq2,DMSO vs T4400
2810001G20Rik,Group,0.1773,0.4314,0.8257,-0.2763,DESeq2,DMSO vs T4400
2810002D19Rik,Group,0.7063,0.8683,1.0386,0.0546,DESeq2,DMSO vs T4400
2810004N23Rik,Group,0.4922,0.7365,0.9621,-0.0558,DESeq2,DMSO vs T4400
2810006K23Rik,Group,0.146,0.3827,0.9161,-0.1265,DESeq2,DMSO vs T4400
2810013P06Rik,Group,0.2578,0.535,1.2276,0.2959,DESeq2,DMSO vs T4400
2810021J22Rik,Group,0.5801,0.7969,1.0417,0.0589,DESeq2,DMSO vs T4400
2810025M15Rik,Group,0.0003,0.0078,0.7586,-0.3986,DESeq2,DMSO vs T4400
2810029C07Rik,Group,0.2573,0.5345,0.7234,-0.4672,DESeq2,DMSO vs T4400
2810047C21Rik1,Group,0.956,0.9802,1.0152,0.0217,DESeq2,DMSO vs T4400
2810403A07Rik,Group,0.9964,0.9982,0.9996,-0.0006,DESeq2,DMSO vs T4400
2810403D21Rik,Group,0.1249,0.3489,1.3284,0.4097,DESeq2,DMSO vs T4400
2810404M03Rik,Group,0.1148,0.3319,0.2442,-2.0336,DESeq2,DMSO vs T4400
2810405F15Rik,Group,0.8166,0.9303,1.1541,0.2068,DESeq2,DMSO vs T4400
2810408A11Rik,Group,0.2468,0.523,0.877,-0.1893,DESeq2,DMSO vs T4400
2810408I11Rik,Group,0.4719,0.7223,0.8791,-0.1859,DESeq2,DMSO vs T4400
2810410L24Rik,Group,0.215,0.4821,0.7557,-0.4041,DESeq2,DMSO vs T4400
2810417H13Rik,Group,0.0098,0.0698,0.4725,-1.0816,DESeq2,DMSO vs T4400
2810428I15Rik,Group,0.3949,0.6632,1.053,0.0744,DESeq2,DMSO vs T4400
2810433D01Rik,Group,0.5341,0.7637,1.1387,0.1874,DESeq2,DMSO vs T4400
2810442N19Rik,Group,0.8822,0.9545,1.1318,0.1787,DESeq2,DMSO vs T4400
2810454H06Rik,Group,0.4374,0.6951,1.231,0.2998,DESeq2,DMSO vs T4400
2810468N07Rik,Group,0.0088,0.0649,0.5662,-0.8206,DESeq2,DMSO vs T4400
2810474O19Rik,Group,0.1219,0.3434,1.1818,0.2409,DESeq2,DMSO vs T4400
2900005J15Rik,Group,0.3058,0.5848,2.1015,1.0714,DESeq2,DMSO vs T4400
2900008C10Rik,Group,0.4189,0.6827,1.2654,0.3396,DESeq2,DMSO vs T4400
2900009J06Rik,Group,0.901,0.9614,0.8107,-0.3028,DESeq2,DMSO vs T4400
2900011O08Rik,Group,0.3677,0.6384,0.6267,-0.6742,DESeq2,DMSO vs T4400
2900026A02Rik,Group,0.0027,0.0308,0.8402,-0.2512,DESeq2,DMSO vs T4400
2900041M22Rik,Group,0.5973,0.8093,0.9149,-0.1284,DESeq2,DMSO vs T4400
2900057B20Rik,Group,0.0433,0.1826,0.5702,-0.8105,DESeq2,DMSO vs T4400
2900076A07Rik,Group,0.8006,0.9218,1.0352,0.0499,DESeq2,DMSO vs T4400
2900079G21Rik,Group,0.5347,0.7638,0.7419,-0.4307,DESeq2,DMSO vs T4400
2900097C17Rik,Group,0.9317,0.9722,0.9928,-0.0104,DESeq2,DMSO vs T4400
3000002C10Rik,Group,0.5683,0.7877,1.1001,0.1376,DESeq2,DMSO vs T4400
3010001F23Rik,Group,0.4452,0.7016,1.1924,0.2539,DESeq2,DMSO vs T4400
3010026O09Rik,Group,0.1321,0.3609,0.8845,-0.177,DESeq2,DMSO vs T4400
3110001I22Rik,Group,0.7926,0.9166,1.0282,0.0401,DESeq2,DMSO vs T4400
3110002H16Rik,Group,0.0211,0.1152,1.1586,0.2123,DESeq2,DMSO vs T4400
3110009E18Rik,Group,0.6175,0.8203,0.9476,-0.0777,DESeq2,DMSO vs T4400
3110015C05Rik,Group,0.5782,0.7954,1.6821,0.7503,DESeq2,DMSO vs T4400
3110021A11Rik,Group,0.4596,0.7134,0.6243,-0.6796,DESeq2,DMSO vs T4400
3110021N24Rik,Group,0.6046,0.813,1.0864,0.1195,DESeq2,DMSO vs T4400
3110035E14Rik,Group,0.4304,0.6911,0.5778,-0.7915,DESeq2,DMSO vs T4400
3110039I08Rik,Group,0.0278,0.1379,1.3356,0.4175,DESeq2,DMSO vs T4400
3110040N11Rik,Group,0.1533,0.3944,0.9092,-0.1374,DESeq2,DMSO vs T4400
3110043O21Rik,Group,0.1348,0.3654,1.1021,0.1402,DESeq2,DMSO vs T4400
3110045C21Rik,Group,0.0502,0.2011,2.4612,1.2993,DESeq2,DMSO vs T4400
3110052M02Rik,Group,0.5657,0.7861,1.1764,0.2344,DESeq2,DMSO vs T4400
3110056K07Rik,Group,0.9418,0.9757,0.9864,-0.0197,DESeq2,DMSO vs T4400
3110057O12Rik,Group,0.0817,0.2696,1.2371,0.307,DESeq2,DMSO vs T4400
3110062M04Rik,Group,0.9886,0.9946,0.9986,-0.002,DESeq2,DMSO vs T4400
3110070M22Rik,Group,0.614,0.8195,0.7371,-0.4402,DESeq2,DMSO vs T4400
3110082I17Rik,Group,0.3847,0.6541,0.9296,-0.1053,DESeq2,DMSO vs T4400
3110082J24Rik,Group,0.141,0.375,0.1518,-2.7198,DESeq2,DMSO vs T4400
3200001D21Rik,Group,0.3897,0.6582,1.2311,0.2999,DESeq2,DMSO vs T4400
3300002I08Rik,Group,0.4565,0.711,1.1535,0.206,DESeq2,DMSO vs T4400
3300002P13Rik,Group,0.6129,0.8191,0.8771,-0.1892,DESeq2,DMSO vs T4400
3300005D01Rik,Group,0.0006,0.0121,1.2845,0.3613,DESeq2,DMSO vs T4400
3425401B19Rik,Group,0.0012,0.0188,1.6899,0.7569,DESeq2,DMSO vs T4400
3632451O06Rik,Group,0.2725,0.551,0.7134,-0.4872,DESeq2,DMSO vs T4400
3830403N18Rik,Group,0.3565,0.6305,1.0869,0.1202,DESeq2,DMSO vs T4400
3830406C13Rik,Group,0.1408,0.3747,1.1261,0.1713,DESeq2,DMSO vs T4400
3830408C21Rik,Group,0.799,0.921,0.9422,-0.086,DESeq2,DMSO vs T4400
3830417A13Rik,Group,0.232,0.5038,0.6769,-0.5631,DESeq2,DMSO vs T4400
3830432H09Rik,Group,0.458,0.7123,0.5502,-0.862,DESeq2,DMSO vs T4400
3930402G23Rik,Group,0.24,0.5143,0.2885,-1.7932,DESeq2,DMSO vs T4400
4430402I18Rik,Group,0.2484,0.5245,1.911,0.9343,DESeq2,DMSO vs T4400
4631405J19Rik,Group,0.5909,0.8041,0.8177,-0.2903,DESeq2,DMSO vs T4400
4632404H12Rik,Group,0.2673,0.5457,1.2417,0.3123,DESeq2,DMSO vs T4400
4632415L05Rik,Group,0.1578,0.4016,1.178,0.2364,DESeq2,DMSO vs T4400
4632427E13Rik,Group,0.4299,0.6911,1.3495,0.4325,DESeq2,DMSO vs T4400
4632428C04Rik,Group,0.1037,0.3124,1.6401,0.7138,DESeq2,DMSO vs T4400
4632428N05Rik,Group,0.0014,0.021,1.4725,0.5583,DESeq2,DMSO vs T4400
4732416N19Rik,Group,0.6891,0.8587,1.7219,0.784,DESeq2,DMSO vs T4400
4732471J01Rik,Group,0.6266,0.8275,1.1696,0.226,DESeq2,DMSO vs T4400
4732491K20Rik,Group,0.0985,0.3039,1.2636,0.3375,DESeq2,DMSO vs T4400
4831440E17Rik,Group,0.713,0.8734,0.8801,-0.1842,DESeq2,DMSO vs T4400
4833412C05Rik,Group,0.858,0.9473,1.3879,0.4729,DESeq2,DMSO vs T4400
4833415N18Rik,Group,0.128,0.3543,1.4193,0.5052,DESeq2,DMSO vs T4400
4833417C18Rik,Group,0.2154,0.4826,1.4599,0.5459,DESeq2,DMSO vs T4400
4833418N02Rik,Group,0.7592,0.8966,1.0388,0.0549,DESeq2,DMSO vs T4400
4833419F23Rik,Group,0.0043,0.0411,1.8243,0.8673,DESeq2,DMSO vs T4400
4833420G17Rik,Group,0.4793,0.7276,1.0473,0.0666,DESeq2,DMSO vs T4400
4833422C13Rik,Group,0.1147,0.3317,0.6969,-0.5209,DESeq2,DMSO vs T4400
4833427F10Rik,Group,0.4941,0.7373,2.1012,1.0712,DESeq2,DMSO vs T4400
4833427G06Rik,Group,0.8904,0.9576,0.9852,-0.0215,DESeq2,DMSO vs T4400
4833439L19Rik,Group,0.1279,0.3542,0.939,-0.0908,DESeq2,DMSO vs T4400
4921507L20Rik,Group,0.4947,0.7377,1.163,0.2179,DESeq2,DMSO vs T4400
4921507P07Rik,Group,0.3077,0.5858,0.2525,-1.9856,DESeq2,DMSO vs T4400
4921509O07Rik,Group,0.7287,0.8794,0.6093,-0.7148,DESeq2,DMSO vs T4400
4921511C10Rik,Group,0.5394,0.7678,0.6332,-0.6592,DESeq2,DMSO vs T4400
4921513I03Rik,Group,0.5423,0.7694,0.6321,-0.6617,DESeq2,DMSO vs T4400
4921524J17Rik,Group,0.8136,0.9294,0.9848,-0.0221,DESeq2,DMSO vs T4400
4921525O09Rik,Group,0.6037,0.8126,0.9258,-0.1112,DESeq2,DMSO vs T4400
4921531C22Rik,Group,0.5255,0.7586,0.9074,-0.1402,DESeq2,DMSO vs T4400
4921536K21Rik,Group,0.0677,0.2413,1.2617,0.3353,DESeq2,DMSO vs T4400
4930402H24Rik,Group,0.0767,0.2597,1.098,0.1349,DESeq2,DMSO vs T4400
4930404H11Rik,Group,0.6865,0.8573,0.7514,-0.4124,DESeq2,DMSO vs T4400
4930404I05Rik,Group,0.3613,0.6324,1.2831,0.3597,DESeq2,DMSO vs T4400
4930404N11Rik,Group,0.6471,0.8411,0.9642,-0.0526,DESeq2,DMSO vs T4400
4930405A21Rik,Group,0.0502,0.201,0.4729,-1.0803,DESeq2,DMSO vs T4400
4930405O22Rik,Group,0.4207,0.6836,0.4992,-1.0023,DESeq2,DMSO vs T4400
4930407I10Rik,Group,0.2309,0.5029,0.1516,-2.7216,DESeq2,DMSO vs T4400
4930412B13Rik,Group,0.1204,0.3409,6.2314,2.6396,DESeq2,DMSO vs T4400
4930412C18Rik,Group,0.9188,0.9679,1.075,0.1044,DESeq2,DMSO vs T4400
4930413G21Rik,Group,0.37,0.6406,1.0895,0.1236,DESeq2,DMSO vs T4400
4930414N06Rik,Group,0.6798,0.8552,1.6463,0.7192,DESeq2,DMSO vs T4400
4930415O20Rik,Group,0.8322,0.9383,1.0581,0.0815,DESeq2,DMSO vs T4400
4930417O13Rik,Group,0.791,0.9157,0.7044,-0.5054,DESeq2,DMSO vs T4400
4930426L09Rik,Group,0.0376,0.1677,0.5652,-0.8233,DESeq2,DMSO vs T4400
4930427A07Rik,Group,0.0064,0.0532,0.6227,-0.6834,DESeq2,DMSO vs T4400
4930429B21Rik,Group,0.0989,0.3044,0.6787,-0.559,DESeq2,DMSO vs T4400
4930429F24Rik,Group,0.8261,0.9353,1.0309,0.0439,DESeq2,DMSO vs T4400
4930430F08Rik,Group,0.2753,0.554,1.1018,0.1399,DESeq2,DMSO vs T4400
4930432K21Rik,Group,0.5747,0.7928,1.0909,0.1255,DESeq2,DMSO vs T4400
4930443O20Rik,Group,0.5065,0.7464,1.3515,0.4346,DESeq2,DMSO vs T4400
4930444M15Rik,Group,0.2806,0.5584,4.5788,2.195,DESeq2,DMSO vs T4400
4930445N18Rik,Group,0.1678,0.4168,3.5815,1.8406,DESeq2,DMSO vs T4400
4930447C04Rik,Group,0.7257,0.8781,1.2652,0.3394,DESeq2,DMSO vs T4400
4930447F24Rik,Group,0.1966,0.4575,0.8348,-0.2605,DESeq2,DMSO vs T4400
4930447K03Rik,Group,0.2111,0.4771,4.1705,2.0602,DESeq2,DMSO vs T4400
4930451G09Rik,Group,0.877,0.9525,0.9603,-0.0584,DESeq2,DMSO vs T4400
4930452A19Rik,Group,0.6224,0.8239,0.5654,-0.8227,DESeq2,DMSO vs T4400
4930452B06Rik,Group,0.9423,0.9758,0.9738,-0.0382,DESeq2,DMSO vs T4400
4930453N24Rik,Group,0.3969,0.6649,0.9544,-0.0673,DESeq2,DMSO vs T4400
4930455C13Rik,Group,0.1729,0.4247,0.4459,-1.1651,DESeq2,DMSO vs T4400
4930461G14Rik,Group,0.5148,0.7518,0.5132,-0.9623,DESeq2,DMSO vs T4400
4930465K10Rik,Group,0.8363,0.9405,0.8697,-0.2013,DESeq2,DMSO vs T4400
4930467D21Rik,Group,0.3186,0.5968,0.4493,-1.1542,DESeq2,DMSO vs T4400
4930473A02Rik,Group,0.542,0.7692,1.2244,0.292,DESeq2,DMSO vs T4400
4930474M22Rik,Group,0.1003,0.3068,0.1343,-2.8969,DESeq2,DMSO vs T4400
4930479D17Rik,Group,0.9904,0.9957,0.9907,-0.0134,DESeq2,DMSO vs T4400
4930480K23Rik,Group,0.5878,0.8027,0.8986,-0.1542,DESeq2,DMSO vs T4400
4930481A15Rik,Group,0.8729,0.951,1.2046,0.2685,DESeq2,DMSO vs T4400
4930483J18Rik,Group,0.6618,0.8468,0.6258,-0.6762,DESeq2,DMSO vs T4400
4930483K19Rik,Group,0.333,0.6095,3.0056,1.5877,DESeq2,DMSO vs T4400
4930483O08Rik,Group,0.5712,0.7901,0.4097,-1.2875,DESeq2,DMSO vs T4400
4930486L24Rik,Group,0.5817,0.7981,1.119,0.1623,DESeq2,DMSO vs T4400
4930487H11Rik,Group,0.0316,0.1493,2.5151,1.3306,DESeq2,DMSO vs T4400
4930488L21Rik,Group,0.6157,0.8195,2.0847,1.0598,DESeq2,DMSO vs T4400
4930502E18Rik,Group,0.9314,0.9722,0.8608,-0.2162,DESeq2,DMSO vs T4400
4930503B20Rik,Group,0.8655,0.9496,1.1999,0.2629,DESeq2,DMSO vs T4400
4930503E14Rik,Group,0.6674,0.849,2.0827,1.0585,DESeq2,DMSO vs T4400
4930503L19Rik,Group,0.5139,0.7514,1.0688,0.0959,DESeq2,DMSO vs T4400
4930505A04Rik,Group,0.9642,0.9831,1.028,0.0399,DESeq2,DMSO vs T4400
4930506C21Rik,Group,0.3817,0.6515,1.2833,0.3599,DESeq2,DMSO vs T4400
4930507D05Rik,Group,0.1365,0.3676,0.4336,-1.2055,DESeq2,DMSO vs T4400
4930509E16Rik,Group,0.3073,0.5858,0.2521,-1.9877,DESeq2,DMSO vs T4400
4930511M06Rik,Group,0.1983,0.4601,0.4241,-1.2375,DESeq2,DMSO vs T4400
4930512B01Rik,Group,0.6693,0.8498,0.7115,-0.4911,DESeq2,DMSO vs T4400
4930513N10Rik,Group,0.7034,0.8665,0.9253,-0.112,DESeq2,DMSO vs T4400
4930515B02Rik,Group,0.4306,0.6911,0.3266,-1.6144,DESeq2,DMSO vs T4400
4930515G01Rik,Group,0.5486,0.7741,1.1398,0.1888,DESeq2,DMSO vs T4400
4930519G04Rik,Group,0.2301,0.5018,0.1512,-2.7254,DESeq2,DMSO vs T4400
4930520O04Rik,Group,0.3545,0.6302,0.7595,-0.3969,DESeq2,DMSO vs T4400
4930521E06Rik,Group,0.6591,0.8458,1.7135,0.7769,DESeq2,DMSO vs T4400
4930523C07Rik,Group,0.1125,0.3283,0.8698,-0.2012,DESeq2,DMSO vs T4400
4930525G20Rik,Group,0.4488,0.7043,0.4213,-1.2472,DESeq2,DMSO vs T4400
4930526H09Rik,Group,0.9313,0.9722,0.8603,-0.2171,DESeq2,DMSO vs T4400
4930526I15Rik,Group,0.9999,1,1,0,DESeq2,DMSO vs T4400
4930528A17Rik,Group,0.749,0.8914,0.8905,-0.1674,DESeq2,DMSO vs T4400
4930533B01Rik,Group,0.8582,0.9473,1.3879,0.4729,DESeq2,DMSO vs T4400
4930538K18Rik,Group,0.7395,0.8862,0.9096,-0.1367,DESeq2,DMSO vs T4400
4930539E08Rik,Group,0.5277,0.7602,2.7657,1.4676,DESeq2,DMSO vs T4400
4930539J05Rik,Group,0.2115,0.4776,1.2293,0.2979,DESeq2,DMSO vs T4400
4930543E12Rik,Group,0.8637,0.9491,0.8478,-0.2383,DESeq2,DMSO vs T4400
4930544D05Rik,Group,0.6371,0.8346,0.5478,-0.8682,DESeq2,DMSO vs T4400
4930544M13Rik,Group,0.9167,0.9679,1.0966,0.133,DESeq2,DMSO vs T4400
4930546K05Rik,Group,0.8828,0.9546,1.2164,0.2826,DESeq2,DMSO vs T4400
4930548H24Rik,Group,0.5344,0.7637,2.7749,1.4724,DESeq2,DMSO vs T4400
4930549G23Rik,Group,0.6499,0.8427,1.1775,0.2358,DESeq2,DMSO vs T4400
4930550C14Rik,Group,0.9944,0.9972,0.9944,-0.0081,DESeq2,DMSO vs T4400
4930550L24Rik,Group,0.4682,0.7191,0.8917,-0.1654,DESeq2,DMSO vs T4400
4930552P12Rik,Group,0.8648,0.9493,0.8405,-0.2508,DESeq2,DMSO vs T4400
4930556M19Rik,Group,0.0074,0.0579,1.4969,0.582,DESeq2,DMSO vs T4400
4930556N13Rik,Group,0.524,0.758,2.7887,1.4796,DESeq2,DMSO vs T4400
4930557K07Rik,Group,0.7073,0.8691,0.9003,-0.1515,DESeq2,DMSO vs T4400
4930558C23Rik,Group,0.6465,0.8406,0.6231,-0.6825,DESeq2,DMSO vs T4400
4930558J18Rik,Group,0.0014,0.0209,0.386,-1.3733,DESeq2,DMSO vs T4400
4930562C15Rik,Group,0.561,0.7822,1.5532,0.6353,DESeq2,DMSO vs T4400
4930562F07Rik,Group,0.1699,0.4198,0.3427,-1.5452,DESeq2,DMSO vs T4400
4930563E22Rik,Group,0.5178,0.7535,1.135,0.1827,DESeq2,DMSO vs T4400
4930565N06Rik,Group,0.8697,0.9506,0.9176,-0.124,DESeq2,DMSO vs T4400
4930570G19Rik,Group,0.4457,0.7018,0.6211,-0.6872,DESeq2,DMSO vs T4400
4930577N17Rik,Group,0.6451,0.8399,0.906,-0.1424,DESeq2,DMSO vs T4400
4930578M01Rik,Group,0.317,0.5946,0.6801,-0.5561,DESeq2,DMSO vs T4400
4930579G18Rik,Group,0.3134,0.5913,0.9188,-0.1221,DESeq2,DMSO vs T4400
4930579G24Rik,Group,0.0081,0.0619,0.6946,-0.5258,DESeq2,DMSO vs T4400
4930579K19Rik,Group,0.478,0.7266,0.7485,-0.418,DESeq2,DMSO vs T4400
4930579P08Rik,Group,0.9291,0.9714,0.9235,-0.1148,DESeq2,DMSO vs T4400
4930581F22Rik,Group,0.3661,0.6369,1.1844,0.2442,DESeq2,DMSO vs T4400
4930590J08Rik,Group,0.4224,0.6853,1.5671,0.6481,DESeq2,DMSO vs T4400
4930592A05Rik,Group,0.6208,0.8228,1.5456,0.6281,DESeq2,DMSO vs T4400
4930593A02Rik,Group,0.7575,0.8955,1.2865,0.3634,DESeq2,DMSO vs T4400
4930595D18Rik,Group,0.61,0.8168,0.5614,-0.8328,DESeq2,DMSO vs T4400
4930599N23Rik,Group,0.6904,0.8589,1.3814,0.4662,DESeq2,DMSO vs T4400
4931402G19Rik,Group,0.7009,0.8652,1.3722,0.4564,DESeq2,DMSO vs T4400
4931403E22Rik,Group,0.8083,0.9267,1.2293,0.2979,DESeq2,DMSO vs T4400
4931403G20Rik,Group,0.3226,0.6014,0.5798,-0.7864,DESeq2,DMSO vs T4400
4931406C07Rik,Group,0.6008,0.8116,1.0275,0.0392,DESeq2,DMSO vs T4400
4931406H21Rik,Group,0.1936,0.4536,6.8886,2.7842,DESeq2,DMSO vs T4400
4931406P16Rik,Group,0.8447,0.9449,1.0152,0.0218,DESeq2,DMSO vs T4400
4931408D14Rik,Group,0.6367,0.8344,1.2607,0.3342,DESeq2,DMSO vs T4400
4931414P19Rik,Group,0.0417,0.1783,0.8756,-0.1917,DESeq2,DMSO vs T4400
4931428F04Rik,Group,0.1132,0.3295,0.8622,-0.2139,DESeq2,DMSO vs T4400
4931431C16Rik,Group,0.0655,0.2369,0.4693,-1.0913,DESeq2,DMSO vs T4400
4931440F15Rik,Group,0.7632,0.8988,0.7404,-0.4337,DESeq2,DMSO vs T4400
4931440J10Rik,Group,0.2315,0.5032,0.1519,-2.7186,DESeq2,DMSO vs T4400
4931440P22Rik,Group,0.9733,0.9871,0.9898,-0.0148,DESeq2,DMSO vs T4400
4932416H05Rik,Group,0.2011,0.464,1.156,0.2092,DESeq2,DMSO vs T4400
4932418E24Rik,Group,0.3369,0.6132,0.2314,-2.1115,DESeq2,DMSO vs T4400
4932438A13Rik,Group,0.1228,0.3451,1.2433,0.3142,DESeq2,DMSO vs T4400
4932438H23Rik,Group,0.9561,0.9802,0.9414,-0.0871,DESeq2,DMSO vs T4400
4932441J04Rik,Group,0.7474,0.8907,1.1217,0.1656,DESeq2,DMSO vs T4400
4932443I19Rik,Group,0.2965,0.5748,3.4728,1.7961,DESeq2,DMSO vs T4400
4933400C23Rik,Group,0.1481,0.3863,4.8618,2.2815,DESeq2,DMSO vs T4400
4933402D24Rik,Group,0.5926,0.8059,0.8204,-0.2857,DESeq2,DMSO vs T4400
4933402E13Rik,Group,0.4612,0.7144,2.7785,1.4743,DESeq2,DMSO vs T4400
4933402J07Rik,Group,0.9348,0.9729,0.9053,-0.1436,DESeq2,DMSO vs T4400
4933402P03Rik,Group,0.6824,0.8552,0.4926,-1.0216,DESeq2,DMSO vs T4400
4933403O08Rik,Group,0.6172,0.8203,2.0795,1.0562,DESeq2,DMSO vs T4400
